Product Name;Product ID;Category;Sub-Category;Sales
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";OFF-BI-10001597;Office Supplies;Binders;24.588
Tripp Lite TLP810NET Broadband Surge for Modem/Fax;OFF-AP-10003287;Office Supplies;Appliances;356.79
Brown Kraft Recycled Envelopes;OFF-EN-10001532;Office Supplies;Envelopes;16.98
Dot Matrix Printer Tape Reel Labels, White, 5000/Box;OFF-LA-10003930;Office Supplies;Labels;491.55
Colored Envelopes;OFF-EN-10003845;Office Supplies;Envelopes;7.38
Avoid Verbal Orders Carbonless Minifold Book;OFF-PA-10002659;Office Supplies;Paper;23.66
Hon Metal Bookcases, Black;FUR-BO-10001608;Furniture;Bookcases;681.408
Avery 495;OFF-LA-10000305;Office Supplies;Labels;18.9
Mobile Personal File Cube;OFF-ST-10003638;Office Supplies;Storage;93.68
Avery 516;OFF-LA-10001934;Office Supplies;Labels;21.93
Nortel Meridian M3904 Professional Digital phone;TEC-PH-10003012;Technology;Phones;862.344
Xerox 1884;OFF-PA-10001019;Office Supplies;Paper;19.98
Griffin GC36547 PowerJolt SE Lightning Charger;TEC-PH-10002070;Technology;Phones;13.494
iOttie HLCRIO102 Car Mount;TEC-PH-10002583;Technology;Phones;23.988
Tensor Track Tree Floor Lamp;FUR-FU-10001057;Furniture;Furnishings;31.984
BOSTON Ranger #55 Pencil Sharpener, Black;OFF-AR-10001044;Office Supplies;Art;41.584
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;TEC-AC-10001767;Technology;Accessories;95.976
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;FUR-FU-10000277;Furniture;Furnishings;84.272
Xerox 1902;OFF-PA-10001952;Office Supplies;Paper;36.544
Cherry 142-key Programmable Keyboard;TEC-AC-10004420;Technology;Accessories;479.72
GBC ProClick Punch Binding System;OFF-BI-10001071;Office Supplies;Binders;102.368
Acme Preferred Stainless Steel Scissors;OFF-SU-10002503;Office Supplies;Supplies;28.4
Hot File 7-Pocket, Floor Stand;OFF-ST-10001490;Office Supplies;Storage;713.88
Xerox 1991;OFF-PA-10003790;Office Supplies;Paper;68.52
Motorola L703CM;TEC-PH-10004094;Technology;Phones;623.96
Wilson Jones Suede Grain Vinyl Binders;OFF-BI-10004876;Office Supplies;Binders;11.12
O'Sullivan Elevations Bookcase, Cherry Finish;FUR-BO-10003034;Furniture;Bookcases;523.92
"OIC Binder Clips, Mini, 1/4"" Capacity, Black";OFF-FA-10000490;Office Supplies;Fasteners;2.48
SAFCO Commercial Wire Shelving, Black;OFF-ST-10002574;Office Supplies;Storage;221.024
Global Armless Task Chair, Royal Blue;FUR-CH-10003535;Furniture;Chairs;128.058
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";OFF-BI-10001628;Office Supplies;Binders;58.408
Hon 61000 Series Interactive Training Tables;FUR-TA-10001676;Furniture;Tables;79.974
NeatDesk Desktop Scanner & Digital Filing System;TEC-MA-10002790;Technology;Machines;479.988
Pressboard Hanging Data Binders for Unburst Sheets;OFF-BI-10001757;Office Supplies;Binders;11.808
GBC Poly Designer Binding Covers;OFF-BI-10004828;Office Supplies;Binders;53.568
HTC One Mini;TEC-PH-10000369;Technology;Phones;503.96
Laser & Ink Jet Business Envelopes;OFF-EN-10003862;Office Supplies;Envelopes;21.34
Cardinal Holdit Data Disk Pockets;OFF-BI-10003963;Office Supplies;Binders;36.4
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";FUR-FU-10004848;Furniture;Furnishings;51.75
Personal Filing Tote with Lid, Black/Gray;OFF-ST-10001328;Office Supplies;Storage;15.51
Xerox 1916;OFF-PA-10002377;Office Supplies;Paper;146.82
Xerox 226;OFF-PA-10003441;Office Supplies;Paper;12.96
12 Colored Short Pencils;OFF-AR-10002221;Office Supplies;Art;7.8
Poly String Tie Envelopes;OFF-EN-10001509;Office Supplies;Envelopes;10.2
"Eberhard Faber 3 1/2"" Golf Pencils";OFF-AR-10003338;Office Supplies;Art;22.32
Wilson Jones Turn Tabs Binder Tool for Ring Binders;OFF-BI-10004728;Office Supplies;Binders;24.1
ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB;TEC-AC-10000358;Technology;Accessories;75.98
Recycled Pressboard Report Cover with Reinforced Top Hinge;OFF-BI-10002764;Office Supplies;Binders;6.46
HP Office Paper (20Lb. and 87 Bright);OFF-PA-10001461;Office Supplies;Paper;60.12
Mitel MiVoice 5330e IP Phone;TEC-PH-10004165;Technology;Phones;824.97
DAX Value U-Channel Document Frames, Easel Back;FUR-FU-10000010;Furniture;Furnishings;24.85
Akro Stacking Bins;OFF-ST-10000321;Office Supplies;Storage;12.624
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;TEC-AC-10000109;Technology;Accessories;89.584
Polycom VoiceStation 500 ConferenceÂ phone;TEC-PH-10002415;Technology;Phones;471.92
Plastic Binding Combs;OFF-BI-10001460;Office Supplies;Binders;18.18
Prismacolor Color Pencil Set;OFF-AR-10002987;Office Supplies;Art;31.744
Avery 501;OFF-LA-10000443;Office Supplies;Labels;5.904
Electrix Halogen Magnifier Lamp;FUR-FU-10004306;Furniture;Furnishings;621.76
OtterBox Defender Series Case - Samsung Galaxy S4;TEC-PH-10002564;Technology;Phones;59.98
Wirebound Message Book, 4 per Page;OFF-PA-10003724;Office Supplies;Paper;48.87
Xerox 19;OFF-PA-10000483;Office Supplies;Paper;154.9
Binder Clips by OIC;OFF-FA-10000611;Office Supplies;Fasteners;5.92
Riverleaf Stik-Withit Designer Note Cubes;OFF-PA-10000246;Office Supplies;Paper;30.18
Wilson Jones Turn Tabs Binder Tool for Ring Binders;OFF-BI-10004728;Office Supplies;Binders;24.1
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;TEC-PH-10002365;Technology;Phones;8.78
Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;OFF-AP-10002457;Office Supplies;Appliances;376.74
GBC Plastic Binding Combs;OFF-BI-10000320;Office Supplies;Binders;29.52
Newell 315;OFF-AR-10004999;Office Supplies;Art;11.96
"Wilson Jones 1"" Hanging DublLock Ring Binders";OFF-BI-10001116;Office Supplies;Binders;26.4
Hoover Upright Vacuum With Dirt Cup;OFF-AP-10002651;Office Supplies;Appliances;1158.12
Hoover Commercial Lightweight Upright Vacuum;OFF-AP-10001634;Office Supplies;Appliances;1.392
Holmes Replacement Filter for HEPA Air Cleaner, Large Room;OFF-AP-10003266;Office Supplies;Appliances;44.43
AT&T 17929 Lendline Telephone;TEC-PH-10002890;Technology;Phones;226.2
Deflect-o Glass Clear Studded Chair Mats;FUR-FU-10000308;Furniture;Furnishings;186.54
Hunt PowerHouse Electric Pencil Sharpener, Blue;OFF-AR-10000380;Office Supplies;Art;265.86
Newell 314;OFF-AR-10000122;Office Supplies;Art;27.9
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;OFF-AP-10004868;Office Supplies;Appliances;31.08
Wilson Jones International Size A4 Ring Binders;OFF-BI-10004002;Office Supplies;Binders;13.84
Xerox 1940;OFF-PA-10004475;Office Supplies;Paper;175.872
Xerox 1966;OFF-PA-10002195;Office Supplies;Paper;12.96
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;OFF-AP-10002670;Office Supplies;Appliances;208.44
Martin-Yale Premier Letter Opener;OFF-SU-10004498;Office Supplies;Supplies;25.76
Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;FUR-CH-10003298;Furniture;Chairs;366.744
Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;FUR-FU-10000723;Furniture;Furnishings;289.24
Satellite Sectional Post Binders;OFF-BI-10000632;Office Supplies;Binders;69.456
Xerox 2000;OFF-PA-10000223;Office Supplies;Paper;5.184
Hon Comfortask Task/Swivel Chairs;FUR-CH-10001545;Furniture;Chairs;205.164
Dana Swing-Arm Lamps;FUR-FU-10001546;Furniture;Furnishings;8.544
Acco D-Ring Binder w/DublLock;OFF-BI-10001098;Office Supplies;Binders;12.828
Global Commerce Series High-Back Swivel/Tilt Chairs;FUR-CH-10003379;Furniture;Chairs;598.458
Tenex Chairmats For Use with Hard Floors;FUR-FU-10000193;Furniture;Furnishings;25.984
Avery Non-Stick Binders;OFF-BI-10000829;Office Supplies;Binders;17.96
Letter Slitter;OFF-SU-10003002;Office Supplies;Supplies;5.04
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";OFF-AP-10002118;Office Supplies;Appliances;208.16
O'Sullivan 3-Shelf Heavy-Duty Bookcases;FUR-BO-10001519;Furniture;Bookcases;148.257
Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;OFF-AP-10002578;Office Supplies;Appliances;146.76
Maxell DVD-RAM Discs;TEC-AC-10000710;Technology;Accessories;32.96
Panasonic KX-TG9471B;TEC-PH-10000984;Technology;Phones;587.97
Xerox 198;OFF-PA-10000213;Office Supplies;Paper;14.94
Avery 487;OFF-LA-10003720;Office Supplies;Labels;25.83
Xerox 1976;OFF-PA-10001837;Office Supplies;Paper;15.552
Acme Titanium Bonded Scissors;OFF-SU-10004661;Office Supplies;Supplies;6.8
Regeneration Desk Collection;FUR-FU-10003274;Furniture;Furnishings;4.224
Cisco SPA525G2 IP Phone - Wireless;TEC-PH-10000149;Technology;Phones;143.64
Xerox 1931;OFF-PA-10000019;Office Supplies;Paper;31.104
Xerox 1988;OFF-PA-10001125;Office Supplies;Paper;223.056
Grandstream GXP1160 VoIP phone;TEC-PH-10002538;Technology;Phones;227.46
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";OFF-BI-10000279;Office Supplies;Binders;46.24
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;OFF-LA-10001045;Office Supplies;Labels;5.22
Strathmore Photo Mount Cards;OFF-PA-10003673;Office Supplies;Paper;33.9
Staple magnet;OFF-ST-10002562;Office Supplies;Storage;28.14
KeyTronicÂ E03601U1 -Â KeyboardÂ - Beige;TEC-AC-10002305;Technology;Accessories;36
Boston School Pro Electric Pencil Sharpener, 1670;OFF-AR-10003373;Office Supplies;Art;92.94
Global Wood Trimmed Manager's Task Chair, Khaki;FUR-CH-10003774;Furniture;Chairs;245.646
Deluxe Heavy-Duty Vinyl Round Ring Binder;OFF-BI-10001510;Office Supplies;Binders;55.008
"XtraLife ClearVue Slant-D Ring Binder, White, 3""";OFF-BI-10004236;Office Supplies;Binders;35.232
Lifetime Advantage Folding Chairs, 4/Carton;FUR-CH-10004675;Furniture;Chairs;523.392
Brother DCP1000 Digital 3 in 1 Multifunction Machine;TEC-CO-10004202;Technology;Copiers;479.984
Xerox 219;OFF-PA-10004255;Office Supplies;Paper;12.96
Stride Job 150 Highlighters, Chisel Tip, Assorted Colors;OFF-AR-10003896;Office Supplies;Art;17.94
Safco Steel Mobile File Cart;OFF-ST-10002276;Office Supplies;Storage;166.72
GBC Wire Binding Combs;OFF-BI-10001617;Office Supplies;Binders;24.816
Deflect-o Glass Clear Studded Chair Mats;FUR-FU-10000308;Furniture;Furnishings;124.36
Canon PC-428 Personal Copier;TEC-CO-10001943;Technology;Copiers;599.97
Situations Contoured Folding Chairs, 4/Set;FUR-CH-10002647;Furniture;Chairs;198.744
Acme Kleencut Forged Steel Scissors;OFF-SU-10004768;Office Supplies;Supplies;9.184
Xerox 1978;OFF-PA-10002160;Office Supplies;Paper;9.248
Bevis 36 x 72 Conference Tables;FUR-TA-10003748;Furniture;Tables;99.592
Logitech Wireless Headset h800;TEC-AC-10001908;Technology;Accessories;399.96
Xerox 200;OFF-PA-10000552;Office Supplies;Paper;15.552
Dixon Ticonderoga Core-Lock Colored Pencils;OFF-AR-10003179;Office Supplies;Art;14.576
Ibico Laser Imprintable Binding System Covers;OFF-BI-10004593;Office Supplies;Binders;209.6
Boston 16765 Mini Stand Up Battery Pencil Sharpener;OFF-AR-10000914;Office Supplies;Art;23.32
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";OFF-PA-10000241;Office Supplies;Paper;30.98
Microsoft Natural Ergonomic Keyboard 4000;TEC-AC-10000057;Technology;Accessories;119.96
Global Wood Trimmed Manager's Task Chair, Khaki;FUR-CH-10003774;Furniture;Chairs;363.92
Recycled Easel Ring Binders;OFF-BI-10002824;Office Supplies;Binders;35.808
GBC Recycled VeloBinder Covers;OFF-BI-10004001;Office Supplies;Binders;122.688
Hon Non-Folding Utility Tables;FUR-TA-10004619;Furniture;Tables;892.136
Rogers Profile Extra Capacity Storage Tub;OFF-ST-10000636;Office Supplies;Storage;50.22
Fellowes 8 Outlet Superior Workstation Surge Protector;OFF-AP-10001469;Office Supplies;Appliances;83.42
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""";OFF-BI-10002897;Office Supplies;Binders;5.872
Wilson Jones Standard D-Ring Binders;OFF-BI-10002432;Office Supplies;Binders;12.144
Peel & Seel Recycled Catalog Envelopes, Brown;OFF-EN-10002592;Office Supplies;Envelopes;27.792
Acme Kleen Earth Office Shears;OFF-SU-10002522;Office Supplies;Supplies;6.208
Belkin 6 Outlet Metallic Surge Strip;OFF-AP-10003971;Office Supplies;Appliances;32.67
Standard Rollaway File with Lock;OFF-ST-10001496;Office Supplies;Storage;1261.33
Xerox 228;OFF-PA-10004782;Office Supplies;Paper;38.88
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";OFF-BI-10000343;Office Supplies;Binders;1.964
Southworth 100% Cotton The Best Paper;OFF-PA-10003591;Office Supplies;Paper;82.656
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);OFF-PA-10001667;Office Supplies;Paper;5.98
Xerox 196;OFF-PA-10004971;Office Supplies;Paper;9.248
Newell 339;OFF-AR-10001216;Office Supplies;Art;4.448
Xerox 231;OFF-PA-10004355;Office Supplies;Paper;5.184
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;OFF-AR-10001953;Office Supplies;Art;175.92
Storex Dura Pro Binders;OFF-BI-10004364;Office Supplies;Binders;4.752
Acme Elite Stainless Steel Scissors;OFF-SU-10001165;Office Supplies;Supplies;13.344
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";OFF-EN-10001141;Office Supplies;Envelopes;54.9
Heavy-Duty E-Z-D Binders;OFF-BI-10000014;Office Supplies;Binders;22.911
Belkin F9M820V08 8 Outlet Surge;OFF-AP-10000159;Office Supplies;Appliances;309.456
Zebra Zazzle Fluorescent Highlighters;OFF-AR-10003560;Office Supplies;Art;19.456
Hon Racetrack Conference Tables;FUR-TA-10001768;Furniture;Tables;472.518
Plantronics Savi W720 Multi-Device Wireless Headset System;TEC-AC-10002049;Technology;Accessories;1012.68
GBC Plasticlear Binding Covers;OFF-BI-10003166;Office Supplies;Binders;17.22
Nontoxic Chalk;OFF-AR-10003469;Office Supplies;Art;3.52
Polycom SoundPoint IP 450 VoIP phone;TEC-PH-10002549;Technology;Phones;1.626.192
Avery Metallic Poly Binders;OFF-BI-10003476;Office Supplies;Binders;8.595
Compact Automatic Electric Letter Opener;OFF-SU-10000157;Office Supplies;Supplies;190.896
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;OFF-ST-10003123;Office Supplies;Storage;99.87
Newell 319;OFF-AR-10001955;Office Supplies;Art;79.36
Panasonic KX T7736-B Digital phone;TEC-PH-10001809;Technology;Phones;119.96
Easy-staple paper;OFF-PA-10000474;Office Supplies;Paper;106.32
Belkin 5 Outlet SurgeMaster Power Centers;OFF-AP-10001205;Office Supplies;Appliances;163.44
Boston 1730 StandUp Electric Pencil Sharpener;OFF-AR-10004691;Office Supplies;Art;42.76
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";OFF-PA-10004996;Office Supplies;Paper;51.55
Logitech Wireless Headset h800;TEC-AC-10001908;Technology;Accessories;479.952
Surelock Post Binders;OFF-BI-10000666;Office Supplies;Binders;146.688
Ibico EB-19 Dual Function Manual Binding System;OFF-BI-10004318;Office Supplies;Binders;276.784
Cardinal HOLDit! Binder Insert Strips,Extra Strips;OFF-BI-10003429;Office Supplies;Binders;25.32
Xerox 1906;OFF-PA-10003302;Office Supplies;Paper;318.96
Xerox 1906;OFF-PA-10003302;Office Supplies;Paper;212.64
Staple envelope;OFF-EN-10002621;Office Supplies;Envelopes;23.472
Easy-staple paper;OFF-PA-10000249;Office Supplies;Paper;19.648
Angle-D Binders with Locking Rings, Label Holders;OFF-BI-10000050;Office Supplies;Binders;6.57
24 Capacity Maxi Data Binder Racks, Pearl;OFF-ST-10003805;Office Supplies;Storage;421.1
Global Ergonomic Managers Chair;FUR-CH-10000785;Furniture;Chairs;760.116
Contemporary Wood/Metal Frame;FUR-FU-10004909;Furniture;Furnishings;38.784
Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;TEC-AC-10001553;Technology;Accessories;122.328
Gear Head AU3700S Headset;TEC-PH-10004774;Technology;Phones;25.98
BIC Brite Liner Grip Highlighters;OFF-AR-10004582;Office Supplies;Art;3.28
Space Solutions HD Industrial Steel Shelving.;OFF-ST-10000991;Office Supplies;Storage;459.88
Acme Kleen Earth Office Shears;OFF-SU-10002522;Office Supplies;Supplies;7.76
Panasonic KP-380BK Classic Electric Pencil Sharpener;OFF-AR-10004022;Office Supplies;Art;71.96
Fiskars Softgrip Scissors;OFF-SU-10001218;Office Supplies;Supplies;54.9
Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;OFF-BI-10000174;Office Supplies;Binders;9.28
Global Adaptabilities Conference Tables;FUR-TA-10003392;Furniture;Tables;1685.88
Avery Poly Binder Pockets;OFF-BI-10001890;Office Supplies;Binders;5.728
Xerox 1925;OFF-PA-10000167;Office Supplies;Paper;61.96
Computer Printout Index Tabs;OFF-BI-10003784;Office Supplies;Binders;1.344
Xerox 1903;OFF-PA-10001184;Office Supplies;Paper;17.94
Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;OFF-BI-10002103;Office Supplies;Binders;13.904
GBC DocuBind TL200 Manual Binding Machine;OFF-BI-10003091;Office Supplies;Binders;67.194
Xerox 1947;OFF-PA-10001593;Office Supplies;Paper;41.86
Hon Metal Bookcases, Putty;FUR-BO-10002598;Furniture;Bookcases;141.96
OIC Stacking Trays;FUR-FU-10000320;Furniture;Furnishings;10.02
Xerox 1885;OFF-PA-10001815;Office Supplies;Paper;144.12
Xerox 1965;OFF-PA-10003971;Office Supplies;Paper;17.94
Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;OFF-AR-10004685;Office Supplies;Art;13.89
Tops Wirebound Message Log Books;OFF-PA-10001609;Office Supplies;Paper;16.45
Stacking Trays by OIC;FUR-FU-10000550;Furniture;Furnishings;19.92
Memorex Froggy Flash Drive 4 GB;TEC-AC-10004209;Technology;Accessories;35.168
Standard Line â€œWhile You Were Outâ€ Hardbound Telephone Message Book;OFF-PA-10003022;Office Supplies;Paper;123.088
KI Adjustable-Height Table;FUR-TA-10001039;Furniture;Tables;257.94
Samsung Galaxy S4 Mini;TEC-PH-10002624;Technology;Phones;1879.96
DAX Wood Document Frame;FUR-FU-10001473;Furniture;Furnishings;27.46
Innergie mMini Combo Duo USB Travel Charging Kit;TEC-PH-10001819;Technology;Phones;89.98
SAFCO Arco Folding Chair;FUR-CH-10004287;Furniture;Chairs;828.6
Wilson Jones Turn Tabs Binder Tool for Ring Binders;OFF-BI-10004728;Office Supplies;Binders;7.23
Crate-A-Files;OFF-ST-10000918;Office Supplies;Storage;17.44
Ibico Laser Imprintable Binding System Covers;OFF-BI-10004593;Office Supplies;Binders;62.88
O'Sullivan Living Dimensions 2-Shelf Bookcases;FUR-BO-10001337;Furniture;Bookcases;290.352
Maxell 4.7GB DVD-R;TEC-AC-10002473;Technology;Accessories;113.52
DataProducts Ampli Magnifier Task Lamp, Black,;FUR-FU-10003623;Furniture;Furnishings;135.3
"Executive Impressions 14""";FUR-FU-10002045;Furniture;Furnishings;111.15
Nortel Meridian M5316 Digital phone;TEC-PH-10002555;Technology;Phones;776.85
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";OFF-BI-10002794;Office Supplies;Binders;12.294
KI Adjustable-Height Table;FUR-TA-10004086;Furniture;Tables;154.764
Desktop 3-Pocket Hot File;OFF-ST-10004946;Office Supplies;Storage;43.28
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";OFF-PA-10000241;Office Supplies;Paper;92.94
Bionaire 99.97% HEPA Air Cleaner;OFF-AP-10004036;Office Supplies;Appliances;52.56
Polycom SoundStation2 EX ConferenceÂ phone;TEC-PH-10001578;Technology;Phones;971.88
Situations Contoured Folding Chairs, 4/Set;FUR-CH-10002647;Furniture;Chairs;141.96
Lesro Round Back Collection Coffee Table, End Table;FUR-TA-10003008;Furniture;Tables;182.55
Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;OFF-PA-10004071;Office Supplies;Paper;88.768
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;OFF-AP-10004980;Office Supplies;Appliances;53.088
Tenex B1-RE Series Chair Mats for Low Pile Carpets;FUR-FU-10000747;Furniture;Furnishings;275.88
Tuf-Vin Binders;OFF-BI-10004492;Office Supplies;Binders;157.9
Color-Coded Legal Exhibit Labels;OFF-LA-10004055;Office Supplies;Labels;4.91
Rogers Deluxe File Chest;OFF-ST-10002485;Office Supplies;Storage;87.92
Xerox 1983;OFF-PA-10001243;Office Supplies;Paper;5.98
Toshiba IPT2010-SD IPÂ Telephone;TEC-PH-10004447;Technology;Phones;222.384
Advantus Plastic Paper Clips;OFF-FA-10002280;Office Supplies;Fasteners;16
Southworth Structures Collection;OFF-PA-10004734;Office Supplies;Paper;21.84
Zipper Ring Binder Pockets;OFF-BI-10000145;Office Supplies;Binders;15.6
Staple envelope;OFF-EN-10004773;Office Supplies;Envelopes;247.84
"ACCOHIDE 3-Ring Binder, Blue, 1""";OFF-BI-10004970;Office Supplies;Binders;9.912
Home/Office Personal File Carts;OFF-ST-10000604;Office Supplies;Storage;69.52
Newell 32;OFF-AR-10003190;Office Supplies;Art;11.52
Global Comet Stacking Armless Chair;FUR-CH-10000155;Furniture;Chairs;717.72
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;OFF-ST-10003058;Office Supplies;Storage;236.5
Safco Drafting Table;FUR-TA-10004767;Furniture;Tables;170.352
Office Star - Ergonomically Designed Knee Chair;FUR-CH-10002372;Furniture;Chairs;145.764
Sony 64GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10000158;Technology;Accessories;107.97
Sony 64GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10000158;Technology;Accessories;143.96
Canon PC1080F Personal Copier;TEC-CO-10002313;Technology;Copiers;2399.96
Xerox 1951;OFF-PA-10002581;Office Supplies;Paper;74.352
Belkin 5 Outlet SurgeMaster Power Centers;OFF-AP-10001205;Office Supplies;Appliances;87.168
Neat Ideas Personal Hanging Folder Files, Black;OFF-ST-10000344;Office Supplies;Storage;32.232
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""";OFF-BI-10002897;Office Supplies;Binders;2.202
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";OFF-BI-10003694;Office Supplies;Binders;9.396
BlueLounge Milo Smartphone Stand, White/Metallic;TEC-PH-10001644;Technology;Phones;89.97
Dixon Prang Watercolor Pencils, 10-Color Set with Brush;OFF-AR-10002399;Office Supplies;Art;12.78
Micro Innovations USB RF Wireless Keyboard with Mouse;TEC-AC-10003063;Technology;Accessories;40
Fellowes Black Plastic Comb Bindings;OFF-BI-10002071;Office Supplies;Binders;23.24
Global Fabric Manager's Chair, Dark Gray;FUR-CH-10004218;Furniture;Chairs;908.82
Acco Side-Punched Conventional Columnar Pads;OFF-SU-10000432;Office Supplies;Supplies;5.552
Avery Fluorescent Highlighter Four-Color Set;OFF-AR-10003183;Office Supplies;Art;8.016
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;FUR-CH-10002017;Furniture;Chairs;74.592
36X48 HARDFLOOR CHAIRMAT;FUR-FU-10003247;Furniture;Furnishings;16.784
Belkin Premiere Surge Master II 8-outlet surge protector;OFF-AP-10001563;Office Supplies;Appliances;38.864
Panasonic KX TS3282W Corded phone;TEC-PH-10004908;Technology;Phones;203.976
Global Adaptabilities Conference Tables;FUR-TA-10003392;Furniture;Tables;674.352
Avery Non-Stick Binders;OFF-BI-10004140;Office Supplies;Binders;5.388
Staples in misc. colors;OFF-AR-10003631;Office Supplies;Art;30.976
Tennsco Double-Tier Lockers;OFF-ST-10003716;Office Supplies;Storage;1350.12
Avery Durable Slant Ring Binders, No Labels;OFF-BI-10003274;Office Supplies;Binders;15.92
DAX Solid Wood Frames;FUR-FU-10004848;Furniture;Furnishings;19.54
Newell 347;OFF-AR-10003504;Office Supplies;Art;21.4
Avery 495;OFF-LA-10000305;Office Supplies;Labels;12.6
Newell 330;OFF-AR-10001427;Office Supplies;Art;11.96
AT&T 841000 Phone;TEC-PH-10004614;Technology;Phones;138
Wi-Ex zBoost YX540 Cellular Phone Signal Booster;TEC-PH-10001944;Technology;Phones;116.76
KI Adjustable-Height Table;FUR-TA-10001039;Furniture;Tables;331.023
"Tenex Chairmat w/ Average Lip, 45"" x 53""";FUR-FU-10003806;Furniture;Furnishings;756.8
Master Caster Door Stop, Large Brown;FUR-FU-10002111;Furniture;Furnishings;8.736
Manco Dry-Lighter Erasable Highlighter;OFF-AR-10000817;Office Supplies;Art;6.08
Dax Clear Box Frame;FUR-FU-10001424;Furniture;Furnishings;17.46
Ricoh - Ink Collector Unit for GX3000 Series Printers;TEC-MA-10002930;Technology;Machines;369.16
Crayola Anti Dust Chalk, 12/Pack;OFF-AR-10003759;Office Supplies;Art;2.912
Xerox 1976;OFF-PA-10001837;Office Supplies;Paper;20.736
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);OFF-PA-10001667;Office Supplies;Paper;9.568
Riverleaf Stik-Withit Designer Note Cubes;OFF-PA-10000246;Office Supplies;Paper;30.18
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";OFF-BI-10001078;Office Supplies;Binders;51.648
Acco Translucent Poly Ring Binders;OFF-BI-10000138;Office Supplies;Binders;11.232
Avery 478;OFF-LA-10002034;Office Supplies;Labels;14.73
Newell 321;OFF-AR-10000127;Office Supplies;Art;16.4
Xerox 1996;OFF-PA-10003172;Office Supplies;Paper;25.92
Newell 317;OFF-AR-10001246;Office Supplies;Art;8.82
Ibico Recycled Linen-Style Covers;OFF-BI-10002026;Office Supplies;Binders;62.496
LogitechÂ Gaming G510s - Keyboard;TEC-AC-10000844;Technology;Accessories;339.96
GBC Linen Binding Covers;OFF-BI-10001575;Office Supplies;Binders;49.568
Ibico Hi-Tech Manual Binding System;OFF-BI-10004632;Office Supplies;Binders;274.491
Jensen SMPS-640 -Â speaker phone;TEC-PH-10000193;Technology;Phones;137.94
Kingston Digital DataTraveler 32GB USB 2.0;TEC-AC-10003441;Technology;Accessories;40.68
Panasonic Kx-TS550;TEC-PH-10004093;Technology;Phones;110.376
Holmes 99% HEPA Air Purifier;OFF-AP-10002998;Office Supplies;Appliances;151.62
Deflect-O Glasstique Clear Desk Accessories;FUR-FU-10000073;Furniture;Furnishings;30.8
Xerox 1988;OFF-PA-10001125;Office Supplies;Paper;123.92
Plantronics CS510 - Over-the-Head monaural Wireless Headset System;TEC-AC-10003033;Technology;Accessories;1319.8
Clear Mylar Reinforcing Strips;OFF-BI-10002498;Office Supplies;Binders;89.712
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";OFF-PA-10004569;Office Supplies;Paper;22.83
